,Unnamed: 0,Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2),person,method
44326,44326,193.3892632,0.01799480617,-3.131982712,1.438707119,3.446667621,0,0
44327,44327,193.3992832,-0.3327730827,-1.557248014,0.8660594693,1.812682627,0,0
44328,44328,193.4093022,-0.7161532322,0.1069338799,-0.6923220277,1.001808413,0,0
44329,44329,193.4193222,-0.5925375384,1.479509282,-1.655378619,2.297896173,0,0
44330,44330,193.4293422,-0.1624587473,2.968891003,-1.48201306,3.322208504,0,0
44331,44331,193.4393612,0.002576867938,4.917651621,-1.302009742,5.087094797,0,0
44332,44332,193.4493812,-0.07446458369,7.03744505,-1.277441788,7.152834077,0,0
44333,44333,193.4594012,-0.2247719398,9.213827248,-0.9328001735,9.263652149,0,0
44334,44334,193.4694212,-0.5723061723,11.35434789,-1.088841602,11.42078484,0,0
44335,44335,193.4794402,-1.215977027,12.89984885,-1.658081786,13.06269251,0,0
44336,44336,193.4894602,-1.787534755,13.69817738,-2.363481697,14.01504156,0,0
44337,44337,193.4994802,-2.20645969,14.04126159,-2.947586673,14.51598287,0,0
44338,44338,193.5094992,-2.462323907,14.08678918,-3.33479631,14.68405717,0,0
44339,44339,193.5195192,-2.712942002,14.00883294,-3.651207568,14.72884148,0,0
44340,44340,193.5295392,-2.89024683,13.86061654,-3.756554806,14.64861501,0,0
44341,44341,193.5395592,-2.877362198,13.4165556,-3.837135869,14.24804509,0,0
44342,44342,193.5495782,-2.761501958,12.73095904,-3.840993277,13.58147416,0,0
44343,44343,193.5595982,-2.707421061,12.113113,-3.647393137,12.93681228,0,0
44344,44344,193.5696182,-2.655932819,11.59291546,-3.333290652,12.35153814,0,0
44345,44345,193.5796372,-2.62261363,11.15887664,-2.960866284,11.83914521,0,0
44346,44346,193.5896572,-2.543855143,10.66735267,-2.729435535,11.30103669,0,0
44347,44347,193.5996772,-2.425110619,10.08198674,-2.733555191,10.7238026,0,0
44348,44348,193.6096972,-2.265024233,9.423266326,-3.142356549,10.1883604,0,0
44349,44349,193.619716,-1.986778044,8.566342839,-3.707799552,9.543442469,0,0
44350,44350,193.629736,-1.65346921,7.521034343,-4.165816632,8.755223939,0,0
44351,44351,193.639756,-1.440406905,6.290828117,-4.296355721,7.752932537,0,0
44352,44352,193.649775,-1.360166734,4.633573419,-3.996633002,6.268423368,0,0
44353,44353,193.659795,-1.42695597,2.483616543,-3.293164427,4.364571733,0,0
44354,44354,193.669815,-1.611303769,-0.4184150577,-2.544327891,3.040555116,0,0
44355,44355,193.679834,-2.219008838,-4.630436388,0.2793920968,5.142275888,0,0
44356,44356,193.689854,-4.69810563,-16.53921668,13.44405856,21.8256866,0,0
44357,44357,193.699874,-6.176953007,-32.3598012,19.54049892,38.30329725,0,0
44358,44358,193.709894,1.994800278,-30.55708122,-1.232810137,30.64692908,0,0
44359,44359,193.719913,11.00449377,-33.26336208,-4.216489772,35.28921827,0,0
44360,44360,193.729933,8.036352382,-19.8951957,4.31620351,21.88678561,0,0
44361,44361,193.739953,5.288475605,-11.06571295,7.161897773,14.20249123,0,0
44362,44362,193.749972,6.150715381,-9.933282695,6.358783872,13.30171181,0,0
44363,44363,193.759992,7.217405391,-9.6866869,6.495883538,13.71566063,0,0
44364,44364,193.770012,7.99945762,-9.569190609,6.883622348,14.24587617,0,0
44365,44365,193.780031,8.977915485,-9.592281849,6.24814812,14.54833985,0,0
44366,44366,193.790051,9.53789865,-9.200887359,4.74103004,14.07498507,0,0
44367,44367,193.800071,8.470261391,-8.137004598,3.36840669,12.21893348,0,0
44368,44368,193.810091,6.613213182,-7.095296817,2.942388498,10.135851,0,0
44369,44369,193.82011,5.210874867,-6.169421209,2.372298421,8.416814999,0,0
44370,44370,193.83013,3.881175636,-5.148936481,1.622472535,6.648871207,0,0
44371,44371,193.84015,2.582740589,-4.258301457,1.148085006,5.110947019,0,0
44372,44372,193.850169,1.519370044,-3.115496487,0.8823401642,3.576776182,0,0
44373,44373,193.860189,0.5436739652,-1.788611813,0.6130979566,1.967384736,0,0
44374,44374,193.870209,-0.3563249364,-0.219871096,-0.1876254559,0.458818124,0,0
44375,44375,193.880229,-1.08414161,1.343177356,-1.017582462,2.003737135,0,0
44376,44376,193.890248,-1.924168398,2.863500788,-1.930722249,3.95344776,0,0
44377,44377,193.900268,-2.682573318,4.190008902,-3.070779321,5.846542554,0,0
44378,44378,193.910288,-3.156971957,5.267857738,-3.877828982,7.263219307,0,0
44379,44379,193.920307,-3.383681957,6.31458243,-4.094242619,8.251428814,0,0
44380,44380,193.930327,-3.451015568,7.237411639,-3.855038874,8.896682551,0,0
44381,44381,193.940347,-3.455036114,8.155382397,-3.432160052,9.498803041,0,0
44382,44382,193.950367,-3.444914584,9.214807826,-3.019988067,10.29079432,0,0
44383,44383,193.960386,-3.549060219,10.30265131,-2.577342732,11.19746167,0,0
44384,44384,193.970406,-3.795152276,11.36624814,-2.16586905,12.17726432,0,0
44385,44385,193.980426,-4.060117099,12.26888048,-1.912127373,13.06392783,0,0
44386,44386,193.990445,-4.240162809,12.93247163,-1.808339149,13.72945351,0,0
44387,44387,194.000465,-4.280181446,13.43672381,-1.934353663,14.23401644,0,0
44388,44388,194.010485,-4.204148931,13.79404716,-2.138269461,14.57816181,0,0
44389,44389,194.020504,-3.966007625,13.93396636,-2.433220561,14.69030963,0,0
44390,44390,194.030524,-3.528227759,13.79676729,-2.676225581,14.49004355,0,0
44391,44391,194.040544,-3.043524864,13.37554557,-2.763155551,13.99297293,0,0
44392,44392,194.050564,-2.597221511,12.64850043,-2.758309379,13.2037265,0,0
44393,44393,194.060583,-2.271709939,11.68913724,-2.675885273,12.20479239,0,0
44394,44394,194.070603,-2.037281907,10.56519597,-2.547062341,11.05718816,0,0
44395,44395,194.080623,-1.845437978,9.371667572,-2.563781869,9.889730627,0,0
44396,44396,194.090642,-1.71670217,8.054490445,-2.544684863,8.619588373,0,0
44397,44397,194.100662,-1.574857927,6.650762832,-2.302558241,7.212114682,0,0
44398,44398,194.110682,-1.31680232,5.203044276,-1.965516983,5.715671011,0,0
44399,44399,194.120701,-0.8177746242,3.451356461,-1.680206189,3.924755992,0,0
44400,44400,194.130721,-0.01953408569,1.391415131,-1.303061364,1.906406716,0,0
44401,44401,194.140741,1.407174839,-1.14866388,-0.4688943627,1.876014835,0,0
44402,44402,194.150761,4.219685276,-5.14788866,1.910127771,6.924961342,0,0
44403,44403,194.16078,8.408496668,-14.74406768,10.8546004,20.14727519,0,0
44404,44404,194.1708,9.041188205,-31.52148823,23.08526816,40.10332792,0,0
44405,44405,194.18082,7.122845973,-26.35638069,1.915168802,27.36898992,0,0
44406,44406,194.190839,8.576437472,-20.27457942,-4.955522867,22.56481902,0,0
44407,44407,194.200859,4.788639239,-17.01350773,7.396782179,19.15992948,0,0
44408,44408,194.210879,1.539607695,-13.84376955,10.10196668,17.20668701,0,0
44409,44409,194.220899,1.175518095,-12.49838136,6.747112082,14.25183851,0,0
44410,44410,194.230918,-0.3395143376,-11.28048118,3.002734687,11.67822509,0,0
44411,44411,194.240938,-2.531616921,-12.28613912,2.497862699,12.7905284,0,0
44412,44412,194.250958,-4.464016152,-14.41357486,4.027308957,15.6172276,0,0
44413,44413,194.260977,-5.298666133,-14.54018112,3.389059056,15.84229942,0,0
44414,44414,194.270997,-4.994288152,-13.10601699,2.607846487,14.26574424,0,0
44415,44415,194.281017,-4.170977384,-11.07284071,2.125061478,12.02167792,0,0
44416,44416,194.291036,-3.391282752,-8.567475445,1.394098272,9.319117136,0,0
44417,44417,194.301056,-2.619281009,-6.48865404,1.270727431,7.111822021,0,0
44418,44418,194.311076,-2.102186732,-4.804132022,1.129420986,5.364183563,0,0
44419,44419,194.321096,-1.856371102,-3.298093337,0.6500466585,3.840064321,0,0
44420,44420,194.331115,-1.501621405,-2.019516605,0.1406354767,2.520534169,0,0
44421,44421,194.341135,-1.096473387,-0.6814046913,-0.2907726789,1.323297016,0,0
44422,44422,194.351155,-0.390930659,0.7820960838,-0.3589421502,0.9451669332,0,0
44423,44423,194.361174,0.5395152792,2.405579018,-0.337646006,2.488351256,0,0
44424,44424,194.371194,1.232342945,4.446947837,-0.6435664818,4.659205084,0,0
44425,44425,194.381214,1.498712854,6.967967264,-0.9837551495,7.194892786,0,0
44426,44426,194.391234,1.364879736,9.158048319,-1.071550508,9.320995987,0,0
44427,44427,194.401253,0.7802374001,10.87977617,-0.9210890776,10.94653849,0,0
44428,44428,194.411273,0.08301584423,12.06016646,-0.8361249411,12.08940079,0,0
44429,44429,194.421293,-0.560527541,12.67256991,-1.090236747,12.73172555,0,0
44430,44430,194.431312,-1.201542298,12.89161246,-1.814525503,13.07401539,0,0
44431,44431,194.441332,-1.840189225,12.88289426,-2.531675393,13.25762577,0,0
44432,44432,194.451352,-2.438327226,13.10871373,-3.428749079,13.76735761,0,0
44433,44433,194.461372,-2.981815689,13.48443943,-4.299701498,14.46405077,0,0
44434,44434,194.471391,-3.420213606,13.74584506,-4.867286044,14.97787004,0,0
44435,44435,194.481411,-3.810642428,13.83934203,-5.273575146,15.29244841,0,0
44436,44436,194.491431,-4.183129653,13.67521303,-5.425579948,15.29532422,0,0
44437,44437,194.50145,-4.502496093,13.38086887,-5.341949562,15.09491795,0,0
44438,44438,194.51147,-4.631956079,12.78087204,-4.85770655,14.43617055,0,0
44439,44439,194.52149,-4.527495571,11.90874813,-4.189596673,13.41153304,0,0
44440,44440,194.531509,-4.291372724,10.95726581,-3.630832068,12.31505158,0,0
44441,44441,194.541529,-3.996414024,9.963940816,-3.194623348,11.20076158,0,0
44442,44442,194.551549,-3.616370734,8.917680978,-2.826675609,10.02961945,0,0
44443,44443,194.561569,-3.115161734,7.828127185,-2.759790186,8.865678188,0,0
44444,44444,194.571588,-2.51943951,6.626716157,-2.833496971,7.634765717,0,0
44445,44445,194.581608,-1.945823853,5.24425896,-2.800627725,6.255557383,0,0
44446,44446,194.591628,-1.497877725,3.581725397,-2.700817508,4.729356162,0,0
44447,44447,194.601647,-1.230085189,1.517226162,-2.361745366,3.064788079,0,0
44448,44448,194.611667,-1.022109084,-1.150307533,-1.320840408,2.027938308,0,0
44449,44449,194.6216885,-0.8667535338,-5.059247795,1.300239497,5.295080045,0,0
44450,44450,194.6317085,-1.070510873,-14.28015894,11.255275,18.21400967,0,0
44451,44451,194.6417275,-1.734989483,-28.12440328,18.8052209,33.87666722,0,0
44452,44452,194.6517475,4.765192197,-25.51816595,6.167829596,26.68194094,0,0
44453,44453,194.6617675,13.32349131,-23.39816436,-1.660967095,26.97681093,0,0
44454,44454,194.6717865,11.45051353,-17.11033177,4.58940706,21.09360971,0,0
44455,44455,194.6818065,6.948551584,-10.64002513,8.031111522,15.03300556,0,0
44456,44456,194.6918265,6.536923975,-9.008513964,4.513549377,12.01069635,0,0
44457,44457,194.7018455,7.106074405,-8.906720957,2.817946885,11.73741012,0,0
44458,44458,194.7118655,7.505860233,-9.527219296,3.680543049,12.67486657,0,0
44459,44459,194.7218855,7.423053135,-10.377353,4.592494098,13.56031619,0,0
44460,44460,194.7319055,6.74329385,-10.98658258,3.626487586,13.3913562,0,0
44461,44461,194.7419245,5.483863825,-10.66862386,2.204235409,12.19634991,0,0
44462,44462,194.7519445,4.283352098,-9.811247796,2.060663461,10.90201919,0,0
44463,44463,194.7619645,3.586257573,-8.678815202,2.274488828,9.662110334,0,0
44464,44464,194.7719835,2.853110578,-7.235765648,2.132031652,8.064868471,0,0
44465,44465,194.7820035,1.850556484,-5.73806217,1.786128939,6.288097753,0,0
44466,44466,194.7920235,0.7657162786,-4.403225867,1.402171961,4.684101372,0,0
44467,44467,194.8020435,-0.3517679089,-3.001531915,0.886854507,3.149515108,0,0
44468,44468,194.8120625,-1.28747181,-1.709551025,0.01695283234,2.140195264,0,0
44469,44469,194.8220825,-1.950265398,-0.6936364818,-0.8037068081,2.220497991,0,0
44470,44470,194.8321025,-2.354642899,0.4105441207,-1.546247209,2.846712154,0,0
44471,44471,194.8421215,-2.494670704,1.533982528,-2.168369904,3.643941871,0,0
44472,44472,194.8521415,-2.366471232,2.690738955,-2.44620211,4.338682631,0,0
44473,44473,194.8621615,-2.208032299,4.026690322,-2.419395989,5.190676115,0,0
44474,44474,194.8721805,-2.027787053,5.456917516,-2.420600661,6.304694812,0,0
44475,44475,194.8822005,-1.974657351,6.847561984,-2.378513572,7.513035578,0,0
44476,44476,194.8922205,-2.099048239,8.237405968,-2.308559238,8.808535994,0,0
44477,44477,194.9022405,-2.407627151,9.60281093,-2.25335626,10.15323893,0,0
44478,44478,194.9122595,-2.788845001,10.92756897,-2.314313776,11.51283928,0,0
44479,44479,194.9222795,-3.11329618,12.03670509,-2.406646427,12.66360255,0,0
44480,44480,194.9322995,-3.366024827,12.83010677,-2.484905269,13.49505528,0,0
44481,44481,194.9423185,-3.575320941,13.51140211,-2.691230121,14.2331875,0,0
44482,44482,194.9523385,-3.701210909,14.04801513,-3.038362357,14.84174306,0,0
44483,44483,194.9623585,-3.712959135,14.30848286,-3.339437245,15.15488662,0,0
44484,44484,194.9723785,-3.612270374,14.33444216,-3.510535546,15.19370228,0,0
44485,44485,194.9823975,-3.500346773,14.084324,-3.461392622,14.91984748,0,0
44486,44486,194.9924175,-3.318668227,13.46069272,-3.31506722,14.25459498,0,0
44487,44487,195.0024375,-3.075710278,12.58901554,-3.222360785,13.3539101,0,0
44488,44488,195.0124565,-2.816444443,11.69011489,-3.067648137,12.40973854,0,0
44489,44489,195.0224765,-2.541409253,10.74466222,-2.813835708,11.39404224,0,0
44490,44490,195.0324965,-2.299719418,9.616245493,-2.447026421,10.18571672,0,0
44491,44491,195.0425155,-2.116300595,8.369613268,-2.14458577,8.895414695,0,0
44492,44492,195.0525355,-1.917685005,7.03821045,-1.908079784,7.540204943,0,0
44493,44493,195.0625555,-1.704951605,5.575448179,-1.889756949,6.128920272,0,0
44494,44494,195.0725755,-1.50914531,3.997872904,-2.321296667,4.863016095,0,0
44495,44495,195.0825945,-1.243905375,2.104635108,-2.519878635,3.51092265,0,0
44496,44496,195.0926145,-0.6316071716,-0.2792396307,-1.67481564,1.811604212,0,0
44497,44497,195.1026345,0.5265104869,-3.373732919,-0.211300832,3.421101452,0,0
44498,44498,195.1126535,3.212934196,-8.860023923,4.299667,10.35905915,0,0
44499,44499,195.1226735,6.813052887,-23.5223943,16.75721608,29.67364174,0,0
44500,44500,195.1326935,7.563286908,-35.95146978,18.6866499,41.21774342,0,0
44501,44501,195.1427135,9.266675552,-26.66782912,-5.729767309,28.80754448,0,0
44502,44502,195.1527325,6.417747195,-19.19811871,1.070255934,20.27068546,0,0
44503,44503,195.1627525,0.5718939435,-14.81934005,11.21873575,18.59569666,0,0
44504,44504,195.1727725,-0.9462587097,-13.55664085,8.352781473,15.95139101,0,0
44505,44505,195.1827915,-2.019240324,-13.65028284,4.508930077,14.51681796,0,0
44506,44506,195.1928115,-4.809681906,-14.15825385,3.905224357,15.45444821,0,0
44507,44507,195.2028315,-7.005571877,-14.90466263,4.124416006,16.97756793,0,0
44508,44508,195.2128505,-6.898246819,-13.98913367,2.466068464,15.79123692,0,0
44509,44509,195.2228705,-4.957223822,-11.82233096,1.713461058,12.93358134,0,0
44510,44510,195.2328905,-2.489042759,-9.401842128,1.54594827,9.847838611,0,0
44511,44511,195.2429105,-0.2356438141,-7.144690586,0.9109900591,7.206388448,0,0
44512,44512,195.2529295,1.531934979,-5.286383471,0.5785746798,5.534204879,0,0
44513,44513,195.2629495,2.820690984,-3.633040561,0.7268208924,4.656559884,0,0
44514,44514,195.2729695,3.705206897,-1.989738489,1.080353491,4.342209238,0,0
44515,44515,195.2829885,4.270062547,-0.5437594807,1.066649956,4.434732309,0,0
44516,44516,195.2930085,4.424831036,0.8511581326,0.7503041875,4.567992583,0,0
44517,44517,195.3030285,4.012152097,2.230343812,0.2419609997,4.596775293,0,0
44518,44518,195.3130485,3.365241885,3.495408799,-0.1726220852,4.855155404,0,0
44519,44519,195.3230675,2.582465185,4.786745911,-0.429420687,5.45586519,0,0
44520,44520,195.3330875,1.743688093,6.239718774,-0.736714966,6.52052816,0,0
44521,44521,195.3431075,1.008484486,7.751881832,-1.082653493,7.89182181,0,0
44522,44522,195.3531265,0.1599244179,9.342420968,-1.386213156,9.44605697,0,0
44523,44523,195.3631465,-0.6902608842,10.8463301,-1.805934481,11.01729259,0,0
44524,44524,195.3731665,-1.461414927,12.04603374,-2.335301041,12.35703416,0,0
44525,44525,195.3831855,-2.138916163,12.7560319,-3.05265763,13.28947067,0,0
44526,44526,195.3932055,-2.771791888,13.16119132,-3.651644939,13.93679655,0,0
44527,44527,195.4032255,-3.54665906,13.46541727,-3.995947123,14.48667823,0,0
44528,44528,195.4132455,-4.172050349,13.63740961,-4.30144046,14.89588316,0,0
44529,44529,195.4232645,-4.564470732,13.92087444,-4.710716904,15.38882686,0,0
44530,44530,195.4332845,-4.675220505,14.1352895,-5.121073329,15.7445066,0,0
44531,44531,195.4433045,-4.541782658,14.15074135,-5.397630842,15.81156821,0,0
44532,44532,195.4533235,-4.276886832,13.90742701,-5.665118154,15.61415546,0,0
44533,44533,195.4633435,-3.933616682,13.35944935,-5.547973866,14.99093864,0,0
44534,44534,195.4733635,-3.466680259,12.43088461,-4.843265097,13.78412061,0,0
44535,44535,195.4833825,-2.953255548,11.48687971,-4.521527318,12.69308209,0,0
44536,44536,195.4934025,-2.408694268,10.57505905,-4.456426758,11.72575889,0,0
44537,44537,195.5034225,-1.88611808,9.684720481,-3.943916552,10.6257108,0,0
44538,44538,195.5134425,-1.335148252,8.70958442,-3.105413256,9.342541041,0,0
44539,44539,195.5234615,-0.7104070272,7.53586522,-2.766028288,8.058837091,0,0
44540,44540,195.5334815,-0.1544451383,6.234619417,-2.610367806,6.760795268,0,0
44541,44541,195.5435015,0.1592804933,4.740659326,-2.429772457,5.329447938,0,0
44542,44542,195.5535205,0.2734381695,2.758032221,-2.223079962,3.55296984,0,0
44543,44543,195.5635405,0.1814623444,-0.01426603675,-1.583030288,1.593460698,0,0
44544,44544,195.5735605,-0.1070383988,-4.158950247,0.1068844709,4.161700213,0,0
44545,44545,195.5835805,-0.7501879741,-14.7706959,9.613174535,17.63942641,0,0
44546,44546,195.5935995,-3.293711726,-35.64698889,26.88688687,44.77120771,0,0
44547,44547,195.6036195,0.8386600015,-28.91679222,2.192828661,29.011941,0,0
44548,44548,195.6136395,7.590146093,-21.72458131,-5.402944207,23.63809546,0,0
44549,44549,195.6236609,8.249872817,-17.92465829,4.477414754,20.23366055,0,0
44550,44550,195.6336809,5.644606122,-12.44089387,7.048583411,15.37270135,0,0
44551,44551,195.6437009,5.864857872,-11.74454194,4.991078031,14.04427582,0,0
44552,44552,195.6537209,7.173654184,-12.52128607,3.600351702,14.87301084,0,0
44553,44553,195.6637399,7.997759589,-12.80326337,3.701496838,15.54312678,0,0
44554,44554,195.6737599,7.879674484,-12.25746204,4.890975746,15.37063074,0,0
44555,44555,195.6837799,7.506988746,-11.20424168,4.591571115,14.24683954,0,0
44556,44556,195.6937989,6.67389734,-10.14639032,3.800231168,12.72524652,0,0
44557,44557,195.7038189,5.764340726,-9.493770883,3.683260542,11.7015263,0,0
44558,44558,195.7138389,5.21739042,-8.877330512,3.616846697,10.91374087,0,0
44559,44559,195.7238579,4.369878319,-7.534219229,3.395647699,9.348300338,0,0
44560,44560,195.7338779,3.123277962,-5.846115206,2.715820294,7.162932926,0,0
44561,44561,195.7438979,2.007179857,-4.315873727,1.630332947,5.031254568,0,0
44562,44562,195.7539179,1.00053125,-3.024111523,0.6226369581,3.245610893,0,0
44563,44563,195.7639369,0.2019838786,-1.779811753,-0.08398414314,1.793204032,0,0
44564,44564,195.7739569,-0.4642198062,-0.4355994397,-0.5906874794,0.8684230528,0,0
44565,44565,195.7839769,-1.174025301,1.143247604,-1.241234075,2.055726762,0,0
44566,44566,195.7939959,-1.939815693,2.839596786,-2.278725721,4.125383102,0,0
44567,44567,195.8040159,-2.529323058,4.342935226,-3.217728913,5.967607634,0,0
44568,44568,195.8140359,-2.848641259,5.628744965,-3.708980105,7.318063973,0,0
44569,44569,195.8240549,-3.0019152,6.921301221,-4.069729922,8.571966349,0,0
44570,44570,195.8340749,-3.053988164,8.322033305,-4.351656933,9.875221521,0,0
44571,44571,195.8440949,-3.142031444,9.710338302,-4.563904429,11.17999352,0,0
44572,44572,195.8541149,-3.322462486,10.82418084,-4.499200895,12.18377842,0,0
44573,44573,195.8641339,-3.419094449,11.68665334,-4.165045677,12.86917552,0,0
44574,44574,195.8741539,-3.392741632,12.42642786,-3.664950571,13.3924855,0,0
44575,44575,195.8841739,-3.206589675,13.15228133,-2.905155183,13.84574477,0,0
44576,44576,195.8941929,-2.953979434,13.80729228,-2.299555111,14.30577744,0,0
44577,44577,195.9042129,-2.654209937,14.21047534,-2.525724097,14.67520773,0,0
44578,44578,195.9142329,-2.407068596,14.19863706,-2.26620654,14.57844182,0,0
44579,44579,195.9242529,-2.330547547,13.9251663,-1.946506516,14.25238913,0,0
44580,44580,195.9342719,-2.491668743,13.44152555,-1.439118032,13.74605699,0,0
44581,44581,195.9442919,-2.735574819,12.74457019,-1.380338312,13.10773713,0,0
44582,44582,195.9543119,-2.88897623,11.80961561,-1.668603559,12.27181495,0,0
44583,44583,195.9643309,-2.89523392,10.80413425,-2.164072055,11.39275665,0,0
44584,44584,195.9743509,-2.720144602,9.780748719,-2.69016125,10.50234258,0,0
44585,44585,195.9843709,-2.4281405,8.768276432,-2.991558904,9.577471615,0,0
44586,44586,195.9943909,-2.061338961,7.754015481,-2.980533979,8.559057027,0,0
44587,44587,196.0044099,-1.703809936,6.745411127,-2.715155173,7.468306848,0,0
44588,44588,196.0144299,-1.452203662,5.732966906,-2.402899239,6.383551502,0,0
44589,44589,196.0244499,-1.274787152,4.622556095,-2.033563955,5.208501656,0,0
44590,44590,196.0344689,-0.9935411958,3.268988237,-1.526814572,3.742268154,0,0
44591,44591,196.0444889,-0.5088980886,1.483642679,-1.255469706,2.009073679,0,0
44592,44592,196.0545089,0.2099210353,-0.8945707852,-0.3364512737,0.9785311392,0,0
44593,44593,196.0645279,1.648343541,-4.542866732,1.696569622,5.121818335,0,0
44594,44594,196.0745479,4.036149362,-13.85239302,9.959225621,17.53184157,0,0
44595,44595,196.0845679,4.342686427,-27.32350548,16.71809587,32.32534001,0,0
44596,44596,196.0945879,5.106823665,-28.26482066,8.444405004,29.93806458,0,0
44597,44597,196.1046069,8.607414851,-27.77989235,-4.147020757,29.37699424,0,0
44598,44598,196.1146269,5.567532803,-21.82596969,3.594744222,22.80992242,0,0
44599,44599,196.1246469,0.7042540021,-14.97867668,9.696327789,17.85708547,0,0
44600,44600,196.1346659,-0.2197385104,-13.75012054,7.852304252,15.83580696,0,0
44601,44601,196.1446859,-2.353299355,-13.89200791,5.609484236,15.16549422,0,0
44602,44602,196.1547059,-5.744013466,-14.57732848,4.75327177,16.37332552,0,0
44603,44603,196.1647259,-7.395558942,-14.72986362,3.291807288,16.80771161,0,0
44604,44604,196.1747449,-6.795145789,-13.73218947,1.387816024,15.38418237,0,0
44605,44605,196.1847649,-5.190775648,-12.11771709,0.7604232328,13.20460006,0,0
44606,44606,196.1947849,-3.625684471,-10.29497742,0.1939120898,10.91648982,0,0
44607,44607,196.2048039,-2.244787312,-8.1778971,-0.6961616018,8.508919558,0,0
44608,44608,196.2148239,-0.7114944631,-6.186173481,-1.009390805,6.30823561,0,0
44609,44609,196.2248439,0.4404437117,-4.582381631,-0.6717009446,4.652246149,0,0
44610,44610,196.2348629,1.117006762,-3.20007997,-0.2010576797,3.39538512,0,0
44611,44611,196.2448829,1.591814707,-1.797729376,0.363371416,2.428527075,0,0
44612,44612,196.2549029,2.140721199,-0.1936948657,0.449036926,2.195868647,0,0
44613,44613,196.2649229,2.263159556,1.502584734,-0.1471878666,2.720536036,0,0
44614,44614,196.2749419,2.000243305,3.153604546,-1.287356327,3.950124203,0,0
44615,44615,196.2849619,1.51798133,4.547170867,-2.332901343,5.331365575,0,0
44616,44616,196.2949819,0.9963368958,5.864363197,-2.922171458,6.627407408,0,0
44617,44617,196.3050009,0.3606366733,7.373340107,-2.75738201,7.880314632,0,0
44618,44618,196.3150209,-0.3918242598,9.138784667,-2.800129834,9.566171571,0,0
44619,44619,196.3250409,-1.136563652,10.90102027,-2.954340792,11.35130607,0,0
44620,44620,196.3350609,-1.84469275,12.52611353,-2.844205854,12.9767453,0,0
44621,44621,196.3450799,-2.593650616,14.06741736,-2.381727056,14.50144401,0,0
44622,44622,196.3550999,-3.375599935,15.17699903,-1.820371257,15.6540642,0,0
44623,44623,196.3651199,-4.021425489,15.61197925,-1.642662971,16.20506405,0,0
44624,44624,196.3751389,-4.405887519,15.401904,-2.192133135,16.16898077,0,0
44625,44625,196.3851589,-4.629576262,14.948063,-3.333808131,15.99974501,0,0
44626,44626,196.3951789,-4.694735879,14.33228804,-4.450005931,15.72442617,0,0
44627,44627,196.4051979,-4.630693958,13.62533862,-4.995465782,15.23311713,0,0
44628,44628,196.4152179,-4.428259843,12.88288958,-5.199981505,14.58143123,0,0
44629,44629,196.4252379,-4.020985778,12.08661809,-5.180585121,13.75111362,0,0
44630,44630,196.4352579,-3.523256456,11.24810632,-4.784241841,12.72093557,0,0
44631,44631,196.4452769,-2.958859812,10.41785549,-4.259395471,11.63739722,0,0
44632,44632,196.4552969,-2.365851865,9.661093052,-3.72850922,10.62241757,0,0
44633,44633,196.4653169,-1.90284214,8.87940335,-3.239889568,9.641654239,0,0
44634,44634,196.4753359,-1.480729011,7.996867889,-2.705170175,8.570904276,0,0
44635,44635,196.4853559,-1.12197368,6.963333346,-2.261757686,7.406914611,0,0
44636,44636,196.4953759,-0.8883945175,5.684981731,-1.95895246,6.078302134,0,0
44637,44637,196.5053959,-0.739834017,4.012268749,-1.349231709,4.297217832,0,0
44638,44638,196.5154149,-0.5450794896,1.806948681,-0.8242913461,2.059522131,0,0
44639,44639,196.5254349,-0.2308119674,-1.263426012,-0.311824117,1.321648112,0,0
44640,44640,196.5354549,0.3260515621,-5.628127499,1.797013092,5.917041897,0,0
44641,44641,196.5454739,0.6053417712,-15.77125273,12.36366853,20.04891894,0,0
44642,44642,196.5554939,-0.2505227852,-28.26925753,19.4055101,34.28975802,0,0
44643,44643,196.5655139,5.95026932,-25.60023747,3.073067044,26.46170071,0,0
44644,44644,196.5755329,12.78140998,-23.85911674,-3.313810068,27.26908928,0,0
44645,44645,196.5855529,10.17643448,-17.94239524,6.970658737,21.77336558,0,0
44646,44646,196.5955729,6.362951183,-11.56308647,7.886540869,15.37496808,0,0
44647,44647,196.6055929,6.118899511,-10.23864301,4.822342298,12.8656802,0,0
44648,44648,196.6156082,6.557846482,-10.20860469,3.756595736,12.70169169,0,0
44649,44649,196.6256282,6.844233749,-11.012032,4.653482603,13.77545951,0,0
44650,44650,196.6356482,7.175970851,-11.91889656,5.897318105,15.11069203,0,0
44651,44651,196.6456672,7.250570798,-11.76962299,5.056657478,14.7195308,0,0
44652,44652,196.6556872,6.716387887,-10.51911757,3.288033788,12.90631113,0,0
44653,44653,196.6657072,6.069447854,-9.012308223,2.295294684,11.1053264,0,0
44654,44654,196.6757272,5.089427614,-7.57621861,2.062698,9.357140851,0,0
44655,44655,196.6857462,3.727344747,-6.126309687,1.779047522,7.388489652,0,0
44656,44656,196.6957662,2.723988562,-4.677007121,0.9001218393,5.486777617,0,0
44657,44657,196.7057862,1.426184722,-3.067872085,0.5631336451,3.429717407,0,0
44658,44658,196.7158052,0.1093236369,-1.596738939,-0.09423255801,1.603248787,0,0
